Platform Type	Center	Platform	Level	Sample	Barcode	File Name
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-91-6847-01	TCGA-91-6847-01A-11R-1949-07	unc.edu.0c96bb0f-11f1-421c-b2c5-55458ba95d97.1501911.rsem.isoforms.results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-91-6847-01	TCGA-91-6847-01A-11R-1949-07	unc.edu.0c96bb0f-11f1-421c-b2c5-55458ba95d97.1501965.rsem.genes.normalized_results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-91-6847-01	TCGA-91-6847-01A-11R-1949-07	unc.edu.0c96bb0f-11f1-421c-b2c5-55458ba95d97.1501966.rsem.isoforms.normalized_results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-91-6847-01	TCGA-91-6847-01A-11R-1949-07	unc.edu.0c96bb0f-11f1-421c-b2c5-55458ba95d97.1750768.bt.exon_quantification.txt
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-55-6972-01	TCGA-55-6972-01A-11R-1949-07	unc.edu.13e20aec-d506-4fa0-a6e1-121e76dcedc4.1203257.junction_quantification.txt
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-55-6972-01	TCGA-55-6972-01A-11R-1949-07	unc.edu.13e20aec-d506-4fa0-a6e1-121e76dcedc4.1204518.rsem.genes.results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-55-6972-01	TCGA-55-6972-01A-11R-1949-07	unc.edu.13e20aec-d506-4fa0-a6e1-121e76dcedc4.1204519.rsem.isoforms.results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-55-6972-01	TCGA-55-6972-01A-11R-1949-07	unc.edu.13e20aec-d506-4fa0-a6e1-121e76dcedc4.1204556.rsem.isoforms.normalized_results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-55-6972-01	TCGA-55-6972-01A-11R-1949-07	unc.edu.13e20aec-d506-4fa0-a6e1-121e76dcedc4.1204557.rsem.genes.normalized_results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-55-6972-01	TCGA-55-6972-01A-11R-1949-07	unc.edu.13e20aec-d506-4fa0-a6e1-121e76dcedc4.1759854.bt.exon_quantification.txt
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-91-6835-11	TCGA-91-6835-11A-01R-1858-07	unc.edu.183b2543-2665-403a-a8c0-7ae668082f2d.1099275.junction_quantification.txt
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-91-6835-11	TCGA-91-6835-11A-01R-1858-07	unc.edu.183b2543-2665-403a-a8c0-7ae668082f2d.1104598.rsem.genes.results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-91-6835-11	TCGA-91-6835-11A-01R-1858-07	unc.edu.183b2543-2665-403a-a8c0-7ae668082f2d.1104599.rsem.isoforms.results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-91-6835-11	TCGA-91-6835-11A-01R-1858-07	unc.edu.183b2543-2665-403a-a8c0-7ae668082f2d.1104940.rsem.genes.normalized_results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-91-6835-11	TCGA-91-6835-11A-01R-1858-07	unc.edu.183b2543-2665-403a-a8c0-7ae668082f2d.1104950.rsem.isoforms.normalized_results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-91-6835-11	TCGA-91-6835-11A-01R-1858-07	unc.edu.183b2543-2665-403a-a8c0-7ae668082f2d.1760295.bt.exon_quantification.txt
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-38-4632-11	TCGA-38-4632-11A-01R-1755-07	unc.edu.190cca34-43f6-4d87-93fc-e36220f1782f.1207264.junction_quantification.txt
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-38-4632-11	TCGA-38-4632-11A-01R-1755-07	unc.edu.190cca34-43f6-4d87-93fc-e36220f1782f.1209751.rsem.genes.results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-38-4632-11	TCGA-38-4632-11A-01R-1755-07	unc.edu.190cca34-43f6-4d87-93fc-e36220f1782f.1209752.rsem.isoforms.results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-38-4632-11	TCGA-38-4632-11A-01R-1755-07	unc.edu.190cca34-43f6-4d87-93fc-e36220f1782f.1209981.rsem.genes.normalized_results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-38-4632-11	TCGA-38-4632-11A-01R-1755-07	unc.edu.190cca34-43f6-4d87-93fc-e36220f1782f.1209988.rsem.isoforms.normalized_results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-38-4632-11	TCGA-38-4632-11A-01R-1755-07	unc.edu.190cca34-43f6-4d87-93fc-e36220f1782f.1761295.bt.exon_quantification.txt
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-49-6745-11	TCGA-49-6745-11A-01R-1858-07	unc.edu.1b4bb160-191b-4796-8759-339b11fe386d.1095452.junction_quantification.txt
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-49-6745-11	TCGA-49-6745-11A-01R-1858-07	unc.edu.1b4bb160-191b-4796-8759-339b11fe386d.1096727.rsem.genes.results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-49-6745-11	TCGA-49-6745-11A-01R-1858-07	unc.edu.1b4bb160-191b-4796-8759-339b11fe386d.1096728.rsem.isoforms.results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-49-6745-11	TCGA-49-6745-11A-01R-1858-07	unc.edu.1b4bb160-191b-4796-8759-339b11fe386d.1096767.rsem.genes.normalized_results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-49-6745-11	TCGA-49-6745-11A-01R-1858-07	unc.edu.1b4bb160-191b-4796-8759-339b11fe386d.1096768.rsem.isoforms.normalized_results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-49-6745-11	TCGA-49-6745-11A-01R-1858-07	unc.edu.1b4bb160-191b-4796-8759-339b11fe386d.1760504.bt.exon_quantification.txt
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-44-2668-11	TCGA-44-2668-11A-01R-1758-07	unc.edu.2170c29a-1256-45eb-b08e-e1192dad3560.1216221.junction_quantification.txt
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-44-2668-11	TCGA-44-2668-11A-01R-1758-07	unc.edu.2170c29a-1256-45eb-b08e-e1192dad3560.1219366.rsem.genes.results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-44-2668-11	TCGA-44-2668-11A-01R-1758-07	unc.edu.2170c29a-1256-45eb-b08e-e1192dad3560.1219367.rsem.isoforms.results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-44-2668-11	TCGA-44-2668-11A-01R-1758-07	unc.edu.2170c29a-1256-45eb-b08e-e1192dad3560.1221210.rsem.genes.normalized_results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-44-2668-11	TCGA-44-2668-11A-01R-1758-07	unc.edu.2170c29a-1256-45eb-b08e-e1192dad3560.1221213.rsem.isoforms.normalized_results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-44-2668-11	TCGA-44-2668-11A-01R-1758-07	unc.edu.2170c29a-1256-45eb-b08e-e1192dad3560.1757303.bt.exon_quantification.txt
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-44-6777-01	TCGA-44-6777-01A-11R-1858-07	unc.edu.25f0eee1-8f38-4e75-accf-7e7bb686405c.1107384.junction_quantification.txt
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-44-6777-01	TCGA-44-6777-01A-11R-1858-07	unc.edu.25f0eee1-8f38-4e75-accf-7e7bb686405c.1110089.rsem.genes.results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-44-6777-01	TCGA-44-6777-01A-11R-1858-07	unc.edu.25f0eee1-8f38-4e75-accf-7e7bb686405c.1110090.rsem.isoforms.results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-44-6777-01	TCGA-44-6777-01A-11R-1858-07	unc.edu.25f0eee1-8f38-4e75-accf-7e7bb686405c.1110130.rsem.isoforms.normalized_results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-44-6777-01	TCGA-44-6777-01A-11R-1858-07	unc.edu.25f0eee1-8f38-4e75-accf-7e7bb686405c.1110135.rsem.genes.normalized_results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-44-6777-01	TCGA-44-6777-01A-11R-1858-07	unc.edu.25f0eee1-8f38-4e75-accf-7e7bb686405c.1760704.bt.exon_quantification.txt
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-91-6831-11	TCGA-91-6831-11A-02R-1858-07	unc.edu.292dfcd4-8c49-4348-9622-87b52f593ac3.1407537.junction_quantification.txt
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-91-6831-11	TCGA-91-6831-11A-02R-1858-07	unc.edu.292dfcd4-8c49-4348-9622-87b52f593ac3.1410141.rsem.genes.results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-91-6831-11	TCGA-91-6831-11A-02R-1858-07	unc.edu.292dfcd4-8c49-4348-9622-87b52f593ac3.1410142.rsem.isoforms.results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-91-6831-11	TCGA-91-6831-11A-02R-1858-07	unc.edu.292dfcd4-8c49-4348-9622-87b52f593ac3.1410279.rsem.genes.normalized_results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-91-6831-11	TCGA-91-6831-11A-02R-1858-07	unc.edu.292dfcd4-8c49-4348-9622-87b52f593ac3.1410283.rsem.isoforms.normalized_results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-91-6831-11	TCGA-91-6831-11A-02R-1858-07	unc.edu.292dfcd4-8c49-4348-9622-87b52f593ac3.1752624.bt.exon_quantification.txt
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-44-6147-01	TCGA-44-6147-01A-11R-1755-07	unc.edu.29af0307-5d76-462d-beee-18e8c4f179b8.1207697.junction_quantification.txt
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-44-6147-01	TCGA-44-6147-01A-11R-1755-07	unc.edu.29af0307-5d76-462d-beee-18e8c4f179b8.1210421.rsem.genes.results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-44-6147-01	TCGA-44-6147-01A-11R-1755-07	unc.edu.29af0307-5d76-462d-beee-18e8c4f179b8.1210422.rsem.isoforms.results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-44-6147-01	TCGA-44-6147-01A-11R-1755-07	unc.edu.29af0307-5d76-462d-beee-18e8c4f179b8.1210542.rsem.genes.normalized_results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-44-6147-01	TCGA-44-6147-01A-11R-1755-07	unc.edu.29af0307-5d76-462d-beee-18e8c4f179b8.1210548.rsem.isoforms.normalized_results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-44-6147-01	TCGA-44-6147-01A-11R-1755-07	unc.edu.29af0307-5d76-462d-beee-18e8c4f179b8.1761302.bt.exon_quantification.txt
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-55-6982-11	TCGA-55-6982-11A-01R-1949-07	unc.edu.2b7e9552-e34f-4c68-96af-1c01a605df60.1098940.junction_quantification.txt
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-55-6982-11	TCGA-55-6982-11A-01R-1949-07	unc.edu.2b7e9552-e34f-4c68-96af-1c01a605df60.1101831.rsem.genes.results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-55-6982-11	TCGA-55-6982-11A-01R-1949-07	unc.edu.2b7e9552-e34f-4c68-96af-1c01a605df60.1101832.rsem.isoforms.results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-55-6982-11	TCGA-55-6982-11A-01R-1949-07	unc.edu.2b7e9552-e34f-4c68-96af-1c01a605df60.1101896.rsem.isoforms.normalized_results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-55-6982-11	TCGA-55-6982-11A-01R-1949-07	unc.edu.2b7e9552-e34f-4c68-96af-1c01a605df60.1101900.rsem.genes.normalized_results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-55-6982-11	TCGA-55-6982-11A-01R-1949-07	unc.edu.2b7e9552-e34f-4c68-96af-1c01a605df60.1759914.bt.exon_quantification.txt
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-44-6145-01	TCGA-44-6145-01A-11R-1755-07	unc.edu.2d452408-9d25-49e1-81db-542021eb28cb.1466067.junction_quantification.txt
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-44-6145-01	TCGA-44-6145-01A-11R-1755-07	unc.edu.2d452408-9d25-49e1-81db-542021eb28cb.1466638.rsem.genes.results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-44-6145-01	TCGA-44-6145-01A-11R-1755-07	unc.edu.2d452408-9d25-49e1-81db-542021eb28cb.1466639.rsem.isoforms.results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-44-6145-01	TCGA-44-6145-01A-11R-1755-07	unc.edu.2d452408-9d25-49e1-81db-542021eb28cb.1466649.rsem.genes.normalized_results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-44-6145-01	TCGA-44-6145-01A-11R-1755-07	unc.edu.2d452408-9d25-49e1-81db-542021eb28cb.1466650.rsem.isoforms.normalized_results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-44-6145-01	TCGA-44-6145-01A-11R-1755-07	unc.edu.2d452408-9d25-49e1-81db-542021eb28cb.1751439.bt.exon_quantification.txt
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-44-6147-11	TCGA-44-6147-11A-01R-1858-07	unc.edu.2f16ddcc-8a98-4734-9878-645ff102fb14.1100777.junction_quantification.txt
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-44-6147-11	TCGA-44-6147-11A-01R-1858-07	unc.edu.2f16ddcc-8a98-4734-9878-645ff102fb14.1103551.rsem.genes.results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-44-6147-11	TCGA-44-6147-11A-01R-1858-07	unc.edu.2f16ddcc-8a98-4734-9878-645ff102fb14.1103552.rsem.isoforms.results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-44-6147-11	TCGA-44-6147-11A-01R-1858-07	unc.edu.2f16ddcc-8a98-4734-9878-645ff102fb14.1103590.rsem.isoforms.normalized_results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-44-6147-11	TCGA-44-6147-11A-01R-1858-07	unc.edu.2f16ddcc-8a98-4734-9878-645ff102fb14.1103609.rsem.genes.normalized_results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-44-6147-11	TCGA-44-6147-11A-01R-1858-07	unc.edu.2f16ddcc-8a98-4734-9878-645ff102fb14.1760323.bt.exon_quantification.txt
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-91-6847-11	TCGA-91-6847-11A-01R-1949-07	unc.edu.32f582db-018c-4134-9998-79138bf301f2.1093943.junction_quantification.txt
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-91-6847-11	TCGA-91-6847-11A-01R-1949-07	unc.edu.32f582db-018c-4134-9998-79138bf301f2.1095308.rsem.genes.results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-91-6847-11	TCGA-91-6847-11A-01R-1949-07	unc.edu.32f582db-018c-4134-9998-79138bf301f2.1095309.rsem.isoforms.results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-91-6847-11	TCGA-91-6847-11A-01R-1949-07	unc.edu.32f582db-018c-4134-9998-79138bf301f2.1097243.rsem.isoforms.normalized_results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-91-6847-11	TCGA-91-6847-11A-01R-1949-07	unc.edu.32f582db-018c-4134-9998-79138bf301f2.1097246.rsem.genes.normalized_results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-91-6847-11	TCGA-91-6847-11A-01R-1949-07	unc.edu.32f582db-018c-4134-9998-79138bf301f2.1759867.bt.exon_quantification.txt
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-55-6968-11	TCGA-55-6968-11A-01R-1949-07	unc.edu.372ec0c3-ab4c-421b-acc4-6fecf473d2fb.1090383.junction_quantification.txt
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-55-6968-11	TCGA-55-6968-11A-01R-1949-07	unc.edu.372ec0c3-ab4c-421b-acc4-6fecf473d2fb.1091023.rsem.genes.results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-55-6968-11	TCGA-55-6968-11A-01R-1949-07	unc.edu.372ec0c3-ab4c-421b-acc4-6fecf473d2fb.1091024.rsem.isoforms.results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-55-6968-11	TCGA-55-6968-11A-01R-1949-07	unc.edu.372ec0c3-ab4c-421b-acc4-6fecf473d2fb.1091043.rsem.genes.normalized_results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-55-6968-11	TCGA-55-6968-11A-01R-1949-07	unc.edu.372ec0c3-ab4c-421b-acc4-6fecf473d2fb.1091044.rsem.isoforms.normalized_results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-55-6968-11	TCGA-55-6968-11A-01R-1949-07	unc.edu.372ec0c3-ab4c-421b-acc4-6fecf473d2fb.1759489.bt.exon_quantification.txt
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-44-6145-11	TCGA-44-6145-11A-01R-1858-07	unc.edu.3b3948f2-e93e-4d89-8611-3cde3b962193.1101341.junction_quantification.txt
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-44-6145-11	TCGA-44-6145-11A-01R-1858-07	unc.edu.3b3948f2-e93e-4d89-8611-3cde3b962193.1103444.rsem.genes.results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-44-6145-11	TCGA-44-6145-11A-01R-1858-07	unc.edu.3b3948f2-e93e-4d89-8611-3cde3b962193.1103445.rsem.isoforms.results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-44-6145-11	TCGA-44-6145-11A-01R-1858-07	unc.edu.3b3948f2-e93e-4d89-8611-3cde3b962193.1103473.rsem.genes.normalized_results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-44-6145-11	TCGA-44-6145-11A-01R-1858-07	unc.edu.3b3948f2-e93e-4d89-8611-3cde3b962193.1103476.rsem.isoforms.normalized_results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-44-6145-11	TCGA-44-6145-11A-01R-1858-07	unc.edu.3b3948f2-e93e-4d89-8611-3cde3b962193.1760314.bt.exon_quantification.txt
